"LRML_ID","TEXT","LRML","UPDATED_AT","ID","PARAPHRASE","COMMENTS","AUTHOR",
747,"d) Eaves gutters/spoutings shall: Be to any of the materials outlined for flashings in Paragraph 4.1 except 4.3.9, 4.3.10 and 4.3.11 e) Have a minimum cross sectional area of 2500 mm2 f) Be designed to overflow water to the outside.","if(has(eave, gutter)), then(obligation(and(asPer(gutter.material,'nzbc_e2as1_4.1'),not(asPer(gutter.material,or('nzbc_e2as1_4.3.9', 'nzbc_e2as1_4.3.10', 'nzbc_e2as1_4.3.11'))),greaterThanEqual(gutter.crossSectionalArea,2500 mm2),has(gutter.design,support),for(support,waterOverflow),is(waterOverflow.direction,outside))))",2023-03-17 01:09:10.639803000,4885,"If the eaves have gutters, the gutters material shall be as in E2/AS1 4.1 and not as in E2/AS1 4.3.9, 4.3.10 and 4.3.11. Have a minimum cross sectional area of 2500 mm2 f) Be designed to overflow water to the outside.","split obligations","",
748,"Downpipes shall: g) Be formed from any of the materials outlined for flashings in Paragraph 4.1 except 4.3.9, 4.3.10 and 4.3.11 h) Upper roofs shall drain via downpipes directly to ground level where possible, or i) Where discharging to a lower roof, be fitted with a spreader as detailed in Figure 20 j) Have a maximum catchment area of 25 m2 if discharging on to a lower roof area.","if(exist(downpipe)), then(obligation(and(complyWith(downpipe.material,rule),equal(rule.key,4.1),not(equal(rule.key,or(4.3.9,4.3.10,4.3.11))),by(upperRoof.drainage,downpipe),or(to(upperRoof.drainage,groundLevel),and(to(upperRoof.drainage,lowerRoof),to(downpipe.fixture,spreader),lessThanEqual(downpipe.catchmentArea,25m2))))))",2023-03-17 01:12:18.111260000,4888,"","","",
687,"8.4 Profiled Metal Roof Cladding; Clip fixings for trough profiles and spans as shown in Table 13 shall be as shown in Figure 40, and shall: a) Have a minimum BMT of 0.9 mm b) Be a minimum width of 30 mm c) Be made from a material compatible with the cladding, refer to Tables 20 and 21 d) Have clips fastened with a minimum of two 10-gauge by 30 mm waferhead hot-dipped galvanised screws which comply with Class 3 of AS 3566: Part 2.","if(and(is(roofCladding.type, profiledMetal), has(roofCladding, fixing), is(fixing.type, clip),is(roofCladding.profile, trough), asPer(roofCladding.span, nzbc_e2as1_t20))), then(obligation(and(greaterThanEqual(fixing.bmt, 0.9 mm),greaterThanEqual(fixing.width,30 mm),has(fixing.material,compatibility),is(compatibility.object,roofCladding),complyWith(fixing.material,and(nzbc_e2as1_t20,nzbc_e2as1_t21)),is(clip.fastening,screw),greaterThanEqual(count(screw),2),is(screw.size,10 gauge),is(screw.length,30 mm),is(screw.type,and(waferhead,galvanised)),is(galvanised.form,hotDipped),complyWith(screw,as_3566_2_class_3))))",2023-03-19 01:36:11.557583000,5267,"If the Profiled Metal Roof Cladding has clip fixings and the roof cladding profile is trough and the roof cladding span is as shown in E2/AS1 Table 13 shall be as shown in Figure 40, and shall: a) Have a minimum BMT of 0.9 mm b) Be a minimum width of 30 mm c) Be made from a material compatible with the cladding, refer to Tables 20 and 21 d) Have clips fastened with a minimum of two 10-gauge by 30 mm waferhead hot-dipped galvanised screws which comply with Class 3 of AS 3566: Part 2.","","Stefan",
687,"8.4 Profiled Metal Roof Cladding; Clip fixings for trough profiles and spans as shown in Table 13 shall be as shown in Figure 40, and shall: a) Have a minimum BMT of 0.9 mm b) Be a minimum width of 30 mm c) Be made from a material compatible with the cladding, refer to Tables 20 and 21 d) Have clips fastened with a minimum of two 10-gauge by 30 mm waferhead hot-dipped galvanised screws which comply with Class 3 of AS 3566: Part 2.","if(and(is(roofCladding.type, profiledMetal), has(roofCladding, fixing), is(fixing.type, clip),is(roofCladding.profile, trough), asPer(roofCladding.span, nzbc_e2as1_t20))), then(obligation(and(asPer(fixing, nzbc_e2as1_f40),greaterThanEqual(fixing.baseMetalThickness, 0.9 mm),greaterThanEqual(fixing.width,30 mm),has(fixing.material,compatibility),is(compatibility.object,roofCladding),complyWith(fixing.material,and(nzbc_e2as1_t20,nzbc_e2as1_t21)),is(clip.fastening,screw),greaterThanEqual(count(screw),2),is(screw.size,10 gauge),is(screw.length,30 mm),is(screw.type,and(waferhead,galvanised)),is(galvanised.form,hotDipped),complyWith(screw,as_3566_2_class_3))))",2023-03-19 01:37:45.828236000,5269,"If the Profiled Metal Roof Cladding has clip fixings and the roof cladding profile is trough and the roof cladding span is as shown in E2/AS1 Table 13, then the fixing shall be as shown in Figure 40, and shall have a minimum base metal thickness of 0.9 mm b) Be a minimum width of 30 mm c) Be made from a material compatible with the cladding, refer to Tables 20 and 21 d) Have clips fastened with a minimum of two 10-gauge by 30 mm waferhead hot-dipped galvanised screws which comply with Class 3 of AS 3566: Part 2.","","Stefan",
687,"8.4 Profiled Metal Roof Cladding; Clip fixings for trough profiles and spans as shown in Table 13 shall be as shown in Figure 40, and shall: a) Have a minimum BMT of 0.9 mm b) Be a minimum width of 30 mm c) Be made from a material compatible with the cladding, refer to Tables 20 and 21 d) Have clips fastened with a minimum of two 10-gauge by 30 mm waferhead hot-dipped galvanised screws which comply with Class 3 of AS 3566: Part 2.","if(and(is(roofCladding.type, profiledMetal), has(roofCladding, fixing), is(fixing.type, clip),is(roofCladding.profile, trough), asPer(roofCladding.span, nzbc_e2as1_t20))), then(obligation(and(asPer(fixing, nzbc_e2as1_f40),greaterThanEqual(fixing.baseMetalThickness, 0.9 mm),greaterThanEqual(fixing.width,30 mm),has(fixing.material, compatibility),towards(compatibility, roofCladding),complyWith(fixing.material,and(nzbc_e2as1_t20,nzbc_e2as1_t21)),is(clip.fastening,screw),greaterThanEqual(count(screw),2),is(screw.size,10 gauge),is(screw.length,30 mm),is(screw.type,and(waferhead,galvanised)),is(galvanised.form,hotDipped),complyWith(screw,as_3566_2_class_3))))",2023-03-19 01:39:29.867156000,5270,"If the Profiled Metal Roof Cladding has clip fixings and the roof cladding profile is trough and the roof cladding span is as shown in E2/AS1 Table 13, then the fixing shall be as shown in Figure 40, and the fixing shall have a minimum base metal thickness of 0.9 mm, and the fixing shall be a minimum width of 30 mm, and the fixing shall be a material compatible with the cladding, refer to Tables 20 and 21, and the fixing shall have clips fastened with a minimum of two 10-gauge by 30 mm waferhead hot-dipped galvanised screws which comply with Class 3 of AS 3566: Part 2.","compatibility","Stefan",
687,"8.4 Profiled Metal Roof Cladding; Clip fixings for trough profiles and spans as shown in Table 13 shall be as shown in Figure 40, and shall: a) Have a minimum BMT of 0.9 mm b) Be a minimum width of 30 mm c) Be made from a material compatible with the cladding, refer to Tables 20 and 21 d) Have clips fastened with a minimum of two 10-gauge by 30 mm waferhead hot-dipped galvanised screws which comply with Class 3 of AS 3566: Part 2.","if(and(is(roofCladding.type, profiledMetal), has(roofCladding, fixing), is(fixing.type, clip),is(roofCladding.profile, trough), asPer(roofCladding.span, nzbc_e2as1_t20))), then(obligation(and(asPer(fixing, nzbc_e2as1_f40),greaterThanEqual(fixing.baseMetalThickness, 0.9 mm),greaterThanEqual(fixing.width,30 mm),has(fixing.material, compatibility),towards(compatibility, roofCladding),complyWith(fixing.material, and(nzbc_e2as1_t20,nzbc_e2as1_t21)),has(fixing, clip),is(clip.fastener, screw),greaterThanEqual(count(screw),2),is(screw.size,10 gauge),is(screw.length,30 mm),is(screw.type,and(waferhead,hotDippedGalvanised)),complyWith(screw,as_3566_2_class_3))))",2023-03-19 01:45:50.777535000,5276,"If the Profiled Metal Roof Cladding has clip fixings and the roof cladding profile is trough and the roof cladding span is as shown in E2/AS1 Table 13, then the fixing shall be as shown in Figure 40, and the fixing shall have a minimum base metal thickness of 0.9 mm, and the fixing shall be a minimum width of 30 mm, and the fixing shall be a material compatible with the roof cladding, for the fixing material refer to Tables 20 and 21, and the fixing shall have clips fastened with a minimum of two screws, the screws are 10-gauge size and 30 mm length waferhead hot-dipped galvanised and the screws comply with Class 3 of AS 3566: Part 2.","compatibility","Stefan",
726,"Cappings formed by using stucco, EIFS and flush-finished fibre cement materials shall not be used for parapets, (but may be used for enclosed balustrades as described in Paragraph 7.4).","if(is(capping.material, or(stucco, eifs, flushFinishedFibreCement))), then(and(prohibition(for(capping, parapet)), permission(and(for(capping, balustrade), is(balustrade, enclosed),asPer(capping, 'nzbc_e2as1_7.4')))))",2023-03-16 22:45:58.241660000,4788,"If the capping material is stucco, EIFS and flush-finished fibre cement, the capping shall not be used for parapets, but may be used for enclosed balustrades as described in E2/AS1 Paragraph 7.4.","","Stefan",
727,"Timber used to construct decks, enclosed balustrades and other attachments such as pergolas shall comply with B2/AS1.","if(and(is(construction, or(deck, balustrade, attachment)),similarTo(attachment, pergola),is(construction.material, timber), is(balustrade, enclosed))), then(obligation(complyWith(timber, nzbc_b2as1)))",2023-03-16 22:52:26.038149000,4791,"If the construction is a deck, enclosed balustrade or attachment similar to pergola, and the construction material is timber, the timber shall comply with B2/AS1.","","Stefan",
259,"7.1.1 Slatted decks; The level of the upper surface of the slatted deck: May be at the same level as the threshold for non-cantilevered decks that are formed as shown in Figure 14(c).","if(and(is(deck, slatted), not(is(deck, cantilevered)))), then(permission(and(define(deck.upperSurfaceLevel, x0), define(deck.thresholdLevel, x1),equal(x0, x1))))",2023-03-16 22:59:10.398354000,4796,"The level of the upper surface of the slatted deck: May be at the same level as the threshold for non-cantilevered decks that are formed as shown in E2/AS1 Figure 14.c.","","Stefan",
728,"The level of the upper surface of the slatted deck: a) Shall be a minimum of 50 mm below the threshold level for cantilevered decks as shown in Figures 14(b) and 16.","if(is(deck, and(slatted, cantilevered))), then(obligation(and(define(deck.thresholdLevel, x0),lessThanEqual(deck.upperSurfaceLevel, 'x0 - 50 mm'),asPer(deck.upperSurfaceLevel, and('nzbc_e2as1_f14.b', nzbc_e2as1_f16)))))",2023-03-16 22:59:16.540394000,4797,"If the deck is slatted and cantilevered, then the deck's upper surface level shall be a minimum of 50 mm below the threshold level as shown in E2/AS1 Figures 14.b and 16.","level/elevation?","Stefan",
259,"7.1.1 Slatted decks; The level of the upper surface of the slatted deck: May be at the same level as the threshold for non-cantilevered decks that are formed as shown in Figure 14(c).","if(and(is(deck, slatted), not(is(deck, cantilevered)),asPer(deck, 'nzbc_e2as1_f14.c'))), then(permission(and(define(deck.upperSurfaceLevel, x0), define(deck.thresholdLevel, x1),equal(x0, x1))))",2023-03-16 23:00:24.577770000,4798,"If the deck is slatted and not cantilevered, then the deck's upper surface level may be equal threshold level
The level of the upper surface of the slatted deck: May be at the same level as the threshold for non-cantilevered decks that are formed as shown in E2/AS1 Figure 14.c.","","Stefan",
259,"7.1.1 Slatted decks; The level of the upper surface of the slatted deck: May be at the same level as the threshold for non-cantilevered decks that are formed as shown in Figure 14(c).","if(and(is(deck, slatted), not(is(deck, cantilevered)),asPer(deck, 'nzbc_e2as1_f14.c'))), then(permission(and(define(deck.thresholdLevel, x0),equal(deck.upperSurfaceLevel, x1))))",2023-03-16 23:00:37.875239000,4799,"If the deck is slatted and not cantilevered, then the deck's upper surface level may be equal threshold level
The level of the upper surface of the slatted deck: May be at the same level as the threshold for non-cantilevered decks that are formed as shown in E2/AS1 Figure 14.c.","","Stefan",
259,"7.1.1 Slatted decks; The level of the upper surface of the slatted deck: May be at the same level as the threshold for non-cantilevered decks that are formed as shown in Figure 14(c).","if(and(is(deck, slatted), not(is(deck, cantilevered)),asPer(deck, 'nzbc_e2as1_f14.c'))), then(permission(and(define(deck.thresholdLevel, x0),equal(deck.upperSurfaceLevel, x1))))",2023-03-16 23:00:59.839867000,4800,"If the deck is slatted and not cantilevered, then the deck's upper surface level may be equal threshold level
The level of the upper surface of the slatted deck: May be at the same level as the threshold for non-cantilevered decks that are formed as shown in E2/AS1 Figure 14.c.","level/elevation?","Stefan",
