"KEY","CODE","DESCRIPTION","TEXT","TITLE","DATATYPE","PROPERTYSET",
"typeOfShaft","TypeOfShaft","Additional information on the purpose of the shaft.","type of shaft","TypeOfShaft","String","Pset_DistributionChamberElementTypeManhole",
"sumpInvertLevel","SumpInvertLevel","The lowest point in the cross section of the sump.","sump invert level","SumpInvertLevel","Real","Pset_DistributionChamberElementTypeSump",
"communicationStandard","CommunicationStandard","Indicates the communication standard supported by the physical wired communication port.","communication standard","CommunicationStandard","String","Pset_WiredCommunicationPortCommon",
"maximumTransferRate","MaximumTransferRate","Indicates the transmission rate in bit/s over the wired port.","maximum transfer rate","MaximumTransferRate","Integer","Pset_WiredCommunicationPortCommon",
"connectionGender","ConnectionGender","The physical connection gender.","connection gender","ConnectionGender","String","Pset_DistributionPortTypeCable",
"connectionSubtype","ConnectionSubtype","The physical port connection subtype that further qualifies the ConnectionType. The following values are recommended:ACPLUG: A, B, C, D, E, F, EF, G, H, I, J, K, L, M
DIN: Mini3P, Mini4P, Mini5P, Mini6P, Mini7P, Mini8P, Mini9P
DSub: DA15, DB25, DC37, DD50, DE9, DE15
EIAJ: RC5720
HDMI: A, B, C
RADIO: IEEE802.11g, IEEE802.11n
RJ: 4P4C, 6P2C, 8P8C
SOCKET: E-11, E-12, E-14, E-17, E-26, E-27, E-39, E-40
TRS: TS_Mini, TS_SubMini, TRS_Mini, TRS_SubMini","connection subtype","ConnectionSubtype","String","Pset_DistributionPortTypeCable",
"currentContent3rdHarmonic","CurrentContent3rdHarmonic","The ratio between the third harmonic current and the phase current.","current content 3rd harmonic","CurrentContent3rdHarmonic","Real","Pset_DistributionPortTypeCable",
"electricalConnectionType","ElectricalConnectionType","The physical port connection:ACPLUG: AC plug
DCPLUG: DC plug
CRIMP: bare wire","electrical connection type","ElectricalConnectionType","String","Pset_DistributionPortTypeCable",
"hasConnector","HasConnector","Indicate whether the wire pair end point is terminated with a connector or not.","has connector","HasConnector","Boolean","Pset_DistributionPortTypeCable",
"isWelded","IsWelded","Indicates whether the wire pair end point is joined to another wire pair end point by means of a welded junction.","is welded","IsWelded","Boolean","Pset_DistributionPortTypeCable",
"connectionType","ConnectionType","The end-style treatment of the duct port:BEADEDSLEEVE: Beaded Sleeve.
COMPRESSION: Compression.
CRIMP: Crimp.
DRAWBAND: Drawband.
DRIVESLIP: Drive slip.
FLANGED: Flanged.
OUTSIDESLEEVE: Outside Sleeve.
SLIPON: Slipon.
SOLDERED: Soldered.
SSLIP: S-Slip.
STANDINGSEAM: Standing seam.
SWEDGE: Swedge.
WELDED: Welded.
OTHER: Another type of end-style has been applied.
NONE: No end-style has been applied.","connection type","ConnectionType","String","Pset_DistributionPortTypeDuct",
"electrificationType","ElectrificationType","Indicates the type of railway electrification.","electrification type","ElectrificationType","String","Pset_TractionPowerSystem",
"nominalVoltage","NominalVoltage","The optimum voltage for the electrical appliance or system.","nominal voltage","NominalVoltage","Real","Pset_TractionPowerSystem",
"powerSupplyMode","PowerSupplyMode","Power supply mode of the equipment or system.","power supply mode","PowerSupplyMode","String","Pset_TractionPowerSystem",
"diversity","Diversity","The ratio, expressed as a numerical
value or as a percentage, of the
simultaneous maximum demand of
a group of electrical appliances or
consumers within a specified period,
to the sum of their individual maximum
demands within the same
period. The group of electrical appliances is in this case connected to this circuit. Definition from IEC 60050, IEV 691-10-04
NOTE1: It is often not desirable to size each conductor in a distribution system to support the total connected load at that point in the network. Diversity is applied on the basis of the anticipated loadings that are likely to result from all loads not being connected at the same time.
NOTE2: Diversity is applied to final circuits only, not to sub-main circuits supplying other DBs.","diversity","Diversity","Real","Pset_DistributionSystemTypeElectrical",
"electricalSystemCategory","ElectricalSystemCategory","Designates the voltage range of the circuit, according to IEC.  HIGHVOLTAGE indicates >1000V AC or >1500V DV; LOWVOLTAGE indicates 50-1000V AC or 120-1500V DC; EXTRALOWVOLTAGE indicates <50V AC or <120V DC.","electrical system category","ElectricalSystemCategory","String","Pset_DistributionSystemTypeElectrical",
"electricalSystemType","ElectricalSystemType","For certain purposes of electrical regulations, IEC 60364 defines types of system using type identifiers. Assignment of identifiers depends upon the relationship of the source, and of exposed conductive parts of the installation, to Ground (Earth).   Identifiers that may be assigned through IEC 60364 are:•TN type system, a system having one or more points of the source of energy directly earthed, the exposed conductive parts of the installation being connected to that point by protective conductors,
•TN C type system, a TN type system in which neutral and protective functions are combined in a single conductor throughout the system,
•TN S type system, a TN type system having separate neutral and protective conductors throughout the system,
•TN C S type system, a TN type system in which neutral and protective functions are combined in a single conductor in part of the system,
•TT type system, a system having one point of the source of energy directly earthed, the exposed conductive parts of the installation being connected to earth electrodes electrically independent of the earth electrodes of the source,
•IT type system, a system having no direct connection between live parts and Earth, the exposed conductive parts of the electrical installation being earthed.","electrical system type","ElectricalSystemType","String","Pset_DistributionSystemTypeElectrical",
"maximumAllowedVoltageDrop","MaximumAllowedVoltageDrop","The maximum voltage drop across the circuit that must not be exceeded.
There are two  voltage drop limit settings that may be applied; one for sub-main circuits, and one in each Distribution Board or Consumer Unit for final circuits connected to that board. The settings should limit the overall voltage drop to the required level. Default settings of 1.5% for sub-main circuits and 2.5% for final circuits, giving an overall limit of 4% may be applied.
NOTE: This value may also be specified as a constraint within an IFC model if required but is included within the property set at this stage pending implementation of the required capabilities within software applications.","maximum allowed voltage drop","MaximumAllowedVoltageDrop","Real","Pset_DistributionSystemTypeElectrical",
"netImpedance","NetImpedance","The maximum earth loop impedance upstream of a circuit (typically stated as the variable Zs). This value is for 55o C (130oF) Celsius usage.","net impedance","NetImpedance","Real","Pset_DistributionSystemTypeElectrical",
"numberOfLiveConductors","NumberOfLiveConductors","Number of live conductors within this circuit. Either this property or the ConductorFunction property (if only one) may be asserted.","number of live conductors","NumberOfLiveConductors","Integer","Pset_DistributionSystemTypeElectrical",
"contactWireNominalDrop","ContactWireNominalDrop","Vertical distance between the main catenary wire and the contact wire measured at a support point.","contact wire nominal drop","ContactWireNominalDrop","Real","Pset_DistributionSystemTypeOverheadContactlineSystem",
"contactWireNominalHeight","ContactWireNominalHeight","Nominal distance from the top of the rail to the lower face of the contact wire, measured perpendicular to the track.","contact wire nominal height","ContactWireNominalHeight","Real","Pset_DistributionSystemTypeOverheadContactlineSystem",
"contactWireUplift","ContactWireUplift","Vertical upward movement of the contact wire due to the force produced from the pantograph.","contact wire uplift","ContactWireUplift","Real","Pset_DistributionSystemTypeOverheadContactlineSystem",
"electricalClearance","ElectricalClearance","The recommended air clearances between earth and the live parts of the overhead contactline system.","electrical clearance","ElectricalClearance","Real","Pset_DistributionSystemTypeOverheadContactlineSystem",
"numberOfOverlappingSpans","NumberOfOverlappingSpans","Number of overlapping spans in the overhead contactline system.","number of overlapping spans","NumberOfOverlappingSpans","Integer","Pset_DistributionSystemTypeOverheadContactlineSystem",
"ocstype","OCSType","Indicates the type of overhead contactline system (OCS).","ocstype","OCSType","String","Pset_DistributionSystemTypeOverheadContactlineSystem",
"pantographType","PantographType","Indicates the type of pantograph as a design parameter for the overhead contactline system.","pantograph type","PantographType","String","Pset_DistributionSystemTypeOverheadContactlineSystem",
"spanNominalLength","SpanNominalLength","The length of span as a design parameter for the overhead contactline system.","span nominal length","SpanNominalLength","Real","Pset_DistributionSystemTypeOverheadContactlineSystem",
"tensionLength","TensionLength","Length of overhead contactline between two terminating points. It is a design parameter for the overhead contactline system.","tension length","TensionLength","Real","Pset_DistributionSystemTypeOverheadContactlineSystem",
"aspectRatio","AspectRatio","The default aspect ratio.","aspect ratio","AspectRatio","Real","Pset_DistributionSystemTypeVentilation",
"designName","DesignName","A name for the design values.","design name","DesignName","String","Pset_DistributionSystemTypeVentilation",
"ductSizingMethod","DuctSizingMethod","Enumeration that identifies the methodology to be used to size system components.","duct sizing method","DuctSizingMethod","String","Pset_DistributionSystemTypeVentilation",
"frictionLoss","FrictionLoss","The pressure loss due to friction per unit length. (Data type = PressureMeasure/LengthMeasure)","friction loss","FrictionLoss","Real","Pset_DistributionSystemTypeVentilation",
"leakageClass","LeakageClass","Nominal leakage rating for the system components.","leakage class","LeakageClass","Real","Pset_DistributionSystemTypeVentilation",
"maximumVelocity","MaximumVelocity","The maximum design velocity of the air in the duct or fitting.","maximum velocity","MaximumVelocity","Real","Pset_DistributionSystemTypeVentilation",
"minimumHeight","MinimumHeight","The minimum duct height for rectangular, oval or round duct.","minimum height","MinimumHeight","Real","Pset_DistributionSystemTypeVentilation",
"minimumWidth","MinimumWidth","The minimum duct width for oval or rectangular duct.","minimum width","MinimumWidth","Real","Pset_DistributionSystemTypeVentilation",
